,app_name,price,rating_count,rating,category
453,Osmos for iPad,4.99,24306,4.5,Games
454,携程旅行-酒店、机票、火车票预订助手,0.0,312,3.5,Travel
455,"Audible – audio books, original series & podcasts",0.0,105274,4.5,Books & Reference
456,Living Earth - Clock & Weather,2.99,25475,4.5,Utilities
457,Sushi Cat,0.99,8718,4.0,Games
458,Talking Tom Cat for iPad,0.0,29492,3.5,Entertainment
459,Let's create! Pottery HD,4.99,12787,4.5,Entertainment
460,Files HD Pro - File Manager & Web Browser,4.99,2237,4.0,Utilities
461,Army Fitness APFT Calculator,0.99,108,4.0,Utilities
462,Ringtones for iPhone & Ringtone Maker,0.0,25403,4.5,Entertainment
463,Zoopla Property Search -UK Homes for Sale and Rent,0.0,210,3.5,Lifestyle
464,Vestiaire Collective - Pre-Owned Luxury Fashion,0.0,169,4.0,Shopping
465,Week Calendar,1.99,7447,4.5,Productivity
466,Stack the States®,2.99,12833,4.5,Education
467,Flashlight Ⓞ,0.0,130450,5.0,Utilities
468,ゲーム発展国＋＋,4.99,6,4.0,Games
469,Celebtwin: Celebrity Looks Like Lite,0.0,1111,1.5,Lifestyle
470,Onefootball - Soccer Scores & Live News,0.0,3194,4.5,Sports
471,SuperCam_Pro,1.99,1399,2.5,Business
472,カロリー管理（痩せるアプリ）,3.99,10,4.5,Health & Fitness
473,手机百度 - 百度一下你就得到,0.0,1990,4.5,Utilities
474,Sam's Club: Wholesale Shopping & Bulk Buy Deals,0.0,8149,4.0,Shopping
475,Splashtop Personal - Remote Desktop,4.99,29376,4.5,Business
476,eBay Kleinanzeigen - Free. Easy. Local.,0.0,74,4.5,Shopping
477,Viber Messenger – Text & Call,0.0,164249,4.5,Social Networking
478,Osmos,2.99,14605,4.5,Games
479,shopkick - Shopping Rewards & Discounts,0.0,130823,4.5,Shopping
480,Decide Now!,0.99,486,4.5,Entertainment
481,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",0.99,8946,4.5,Entertainment
482,The Secret of Grisly Manor,0.99,1993,4.0,Games
483,"Find My Family, Friends & iPhone - Life360 Locator",0.0,43877,4.5,Social Networking
484,Pocketbooth - the photo booth in your pocket,0.99,2377,4.5,Photo & Video
485,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",0.0,1590,4.5,Entertainment
486,The Incident,0.99,2070,4.0,Games
487,ホットペッパービューティー/サロン予約,0.0,9,4.0,Lifestyle
488,Dictionary.com Dictionary & Thesaurus Premium,3.99,11530,4.5,Books & Reference
489,Autohome-Find new＆Used Cars For Sale,0.0,194,4.0,Lifestyle
490,OPEN Forum,0.0,200,3.5,Business
491,Weibo HD,0.0,16772,4.5,Social Networking
492,Reckless Racing HD,0.99,9,4.0,Games
493,Bloons Super Monkey,0.99,2113,3.5,Games
494,Lotto Results - Mega Millions Powerball Lottery,0.0,794,4.0,News
495,IKEA Catalog,0.0,8939,4.0,Lifestyle
496,QQ安全中心,0.0,308,3.5,Utilities
497,Free IQ Test: Calculate your IQ,0.0,5,2.0,Education
498,Infinity Blade,0.99,326482,5.0,Games
499,淘宝 - 随时随地，想淘就淘,0.0,3801,4.0,Shopping
500,Virtual Regatta Offshore,0.0,209,3.5,Games
501,iSlash,0.99,33868,4.5,Games
502,Ugly Meter™,0.99,13741,3.5,Entertainment
503,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",0.0,18418,4.5,Books & Reference
504,Carbs & Cals - Diet & Diabetes,4.99,21,1.5,Health & Fitness
505,2XL Supercross HD,4.99,1588,3.5,Games
506,Fly Delta,0.0,8094,3.0,Travel
507,Google Authenticator,0.0,1652,3.0,Utilities
508,CamScanner +| PDF Document Scanner and OCR,0.99,5482,4.5,Productivity
509,Pocket Anatomy - Interactive 3D Human Anatomy and Physiology.,13.99,611,4.5,Medical
510,"Flashlight for iPhone , iPod and iPad",0.0,26697,4.5,Utilities
511,赶集网-工作生活啥都有！,0.0,317,4.0,Lifestyle
512,The Sims 3 Ambitions,4.99,14202,3.5,Games
513,Bookshelf,0.0,2064,2.5,Education
514,QQ同步助手-新机一键换机必备工具,0.0,746,4.5,Utilities
515,Der Feueralarm,0.99,0,0.0,Entertainment
516,POF - Best Dating App for Conversations,0.0,52642,3.5,Social Networking
517,NFL,0.0,27317,2.5,Sports
518,Vernier Video Physics,4.99,76,4.0,Education
519,Instagram,0.0,2161558,4.5,Photo & Video
520,"Due — Reminders, Countdown Timers",4.99,2554,4.5,Productivity
521,UFO on Tape,0.99,1058,3.5,Games
522,Catan HD,1.99,10382,4.0,Games
523,Polar Plunge ™,0.99,1428,3.5,Games
524,Sunday Ticket,0.0,3134,2.5,Entertainment
525,央视影音HD-海量央视内容高清直播,0.0,596,2.5,Entertainment
526,Neuroshima Hex,4.99,4378,4.5,Games
527,"Maps 3D PRO - GPS for Bike, Hike, Ski & Outdoor",4.99,280,4.0,Navigation
528,ArtRage,4.99,1045,4.0,Entertainment
529,Sleep Talk Recorder,0.0,1110,4.5,Utilities
530,Spider Solitaire by MobilityWare,4.99,11154,4.5,Games
531,iSleeping by iSommeil SARL,0.0,0,0.0,Medical
532,中国建设银行,0.0,258,2.0,Finance
533,Lane Splitter,0.99,44567,4.5,Games
534,Ryder Cup 2016 – Hazeltine National Golf Club,0.0,3818,2.5,Sports
535,Noteshelf,9.99,7562,4.5,Productivity
536,The Legend of Spookley the Square Pumpkin,2.99,120,4.5,Books & Reference
537,BUBBLE BOBBLE DOUBLE,4.99,206,3.0,Games
538,Paprika Recipe Manager,4.99,1755,4.5,Food & Drink
539,ToonCamera,1.99,1037,4.5,Photo & Video
540,Sonic The Hedgehog 4™ Episode I,2.99,4755,4.0,Games
541,Cisco AnyConnect,0.0,825,3.5,Business
542,GroupMe,0.0,28260,4.5,Social Networking
543,招商银行,0.0,306,3.5,Finance
544,Jenga,0.0,32527,4.5,Games
545,"Zappos: shop shoes & clothes, fast free shipping",0.0,103655,5.0,Shopping
546,"Printer Pro - Print photos, pdf and emails",6.99,15981,4.5,Productivity
547,Sephora Makeup & Beauty App – Insider Tips & Style,0.0,15593,4.5,Shopping
548,欧路英语词典 Eudic 增强版,2.99,206,4.0,Books & Reference
549,爱奇艺 - 电视剧电影综艺娱乐视频播放器,0.0,786,3.5,Entertainment
550,Mathmateer®,1.99,1207,4.5,Education
551,Battleheart,2.99,6879,4.5,Games
552,Youku HD,0.0,5683,4.0,Entertainment
553,Bowitter for iPhone,0.99,0,0.0,Social Networking
554,Need for Speed™ Hot Pursuit,4.99,5059,4.0,Games
555,Instant Heart Rate+: Heart Rate & Pulse Monitor,4.99,10158,4.5,Health & Fitness
556,去哪儿旅行-预订机票酒店火车票特价旅游自由行,0.0,291,4.0,Travel
557,NOAA Hurricane Center,1.99,31,3.0,Weather
558,CVS Pharmacy,0.0,35981,4.0,Shopping
559,Age of Zombies™,0.99,14493,4.5,Games
560,AVPlayer,2.99,853,4.0,Entertainment
561,土豆视频HD—高清影视综艺视频播放器,0.0,990,3.0,Entertainment
562,土豆（短视频分享平台）,0.0,676,3.0,Entertainment
563,Spider Solitaire Free by MobilityWare,0.0,128739,4.5,Games
564,The Calculator,2.99,1556,4.5,Utilities
565,Game Dev Story,4.99,12331,4.5,Games
566,French Words for Kids - Learn Letter Sounds,3.99,22,4.5,Education
567,Death Worm,0.99,6527,4.0,Games
568,Cartoon Wars 2: Heroes,0.99,13049,4.5,Games
569,MSNBC,0.0,3692,3.5,News
570,Super Stickman Golf,2.99,41446,4.5,Games
571,Black Friday 2017 Ads App - BlackFriday.fm,0.0,8221,4.5,Shopping
572,Hotel Dash Deluxe,0.99,36190,4.5,Games
573,Backbreaker 2: Vengeance,0.99,14491,4.5,Games
574,The Calculator - Free and Easy Calculating!,0.0,99244,4.5,Utilities
575,出会い系アプリ i-Mail（アイメール）,0.0,0,0.0,Social Networking
576,Angry Birds Seasons HD,0.0,75714,4.0,Games
577,Gravity Guy,0.99,35161,4.5,Games
578,"Fooducate - Lose Weight, Eat Healthy,Get Motivated",0.0,11875,4.5,Health & Fitness
579,招商银行信用卡掌上生活,0.0,122,2.5,Finance
580,myChevrolet,0.0,1083,2.0,Lifestyle
581,Puzzle Quest 2,2.99,1575,3.5,Games
582,Mountain Biker,1.99,24,3.5,Games
583,Yurekuru Call,0.0,53,4.0,Weather
584,Stratego® Single Player,2.99,739,3.5,Games
585,Text Free: Free Texting + Calling + MMS,0.0,100477,4.0,Lifestyle
586,腾讯新闻-头条新闻热点资讯掌上阅读软件,0.0,718,4.0,News
587,Merriam-Webster Dictionary,0.0,16849,4.5,Books & Reference
588,中国银行手机银行,0.0,192,1.5,Finance
589,Learn English quickly with MosaLingua,4.99,7,5.0,Education
590,Reiner Knizia's Ra,3.99,1114,4.5,Games
591,Guitar Pro,6.99,1218,4.0,Entertainment
592,Flick Golf!,0.99,9948,4.5,Games
593,DirectVR Remote for DirecTV,0.99,528,4.0,Utilities
594,World of Goo,4.99,4675,4.5,Games
595,Airbnb,0.0,22302,4.0,Travel
596,UPAD 3,5.99,3849,4.0,Productivity
597,Tagesschau,0.0,233,4.0,News
598,iExit Interstate Exit Guide,0.0,1798,4.5,Travel
599,Genius Scan+ - PDF Scanner,7.99,916,4.5,Business
600,iSafe Pro,0.99,2956,4.5,Utilities
601,NBA JAM by EA SPORTS™,4.99,21648,4.0,Games
602,iHandy Translator Pro,2.99,5163,4.5,Books & Reference
603,AR Missile - Automatic Target Tracking,0.99,49,4.5,Entertainment
604,"QuakeFeed Earthquake Map, Alerts, and News",0.0,6081,4.5,Weather
605,Dungeon Raid,0.99,4401,5.0,Games
606,Badoo Premium - Meet new people. Extra features.,2.99,2231,4.5,Social Networking
607,Fruit Ninja®,0.0,327025,4.5,Games
608,LEGO Harry Potter: Years 1-4,4.99,10463,4.0,Games
609,Rat On A Skateboard,1.99,28672,4.5,Games
610,iTrackBites Plus - Smart Weight Loss Tracker & Points Calculator for Diet Nutrition Watchers,3.99,4716,4.5,Health & Fitness
611,Pocket God: Journey To Uranus,1.99,6278,3.5,Games
612,ファッション通販 ZOZOTOWN,0.0,0,0.0,Shopping
613,Bloons TD 4,2.99,8304,4.5,Games
614,Cartoon Network App – Teen Titans Go! And more!,0.0,15984,3.0,Entertainment
615,SkyView® - Explore the Universe,1.99,5079,4.5,Education
616,Coach Guitar - Lessons & Easy Tabs For Beginners,0.0,2416,4.5,Entertainment
617,Lobi,0.0,36,4.0,Social Networking
618,MONOPOLY for iPad,4.99,8165,3.5,Games
619,"聚力视频HD-人民的名义,跨界歌王全网热播",0.0,7446,4.0,Entertainment
620,Eden - World Builder,0.99,26419,4.0,Games
621,"Holiday Greetings - 3D Animations, Emoji, Emoticons, Sounds & Videos for Special Occasions",0.99,208,4.0,Entertainment
622,Puffin Browser Pro,3.99,7565,3.5,Utilities
623,8mm Vintage Camera,1.99,3040,4.5,Photo & Video
624,GasBuddy,0.0,145549,4.5,Travel
625,Paprika Recipe Manager for iPhone,4.99,835,4.5,Food & Drink
626,BillMinder - Bill Reminder and Organizer,1.99,4262,4.5,Finance
627,myCardLists Christmas Card Address Label Printing,1.99,219,4.0,Utilities
628,Capital One Mobile,0.0,56110,4.5,Finance
629,HotelTonight - Great Deals on Last Minute Hotels,0.0,32341,4.5,Travel
630,The 7th Guest,4.99,1419,4.0,Games
631,Stack the Countries®,2.99,3303,4.5,Education
632,"腾讯视频HD-楚乔传,明日之子6月全网首播",0.0,2058,4.0,Entertainment
633,Secret of Mana,7.99,990,4.0,Games
634,AVPlayerHD,2.99,1986,4.0,Entertainment
635,SimplePhysics,1.99,8981,4.5,Games
636,Hot Springs Story,4.99,554,4.5,Games
637,The Guardian,0.0,8176,5.0,News
638,Annabel Karmel's Baby & Toddler Recipe App,4.99,53,2.0,Food & Drink
639,SecurityCam for iPhone,0.99,6,1.0,Photo & Video
640,La Banque Postale,0.0,8,3.0,Finance
641,"My Score Plus Weight Loss, Food & Exercise Tracker",0.0,467,4.0,Health & Fitness
642,爱奇艺HD -《欢乐颂2》电视剧热播,0.0,2394,4.0,Entertainment
643,Quit Pro,0.99,287,4.5,Health & Fitness
644,Splice - Video Editor + Movie Maker by GoPro,0.0,28189,4.5,Photo & Video
645,Localscope - Find places and people around you,2.99,868,4.5,Navigation
646,Slingo Supreme HD,0.99,4094,4.5,Games
647,VLC Streamer,2.99,3152,4.5,Entertainment
648,Low Carb Diet Tracker PRO by Carb Manager,2.99,2950,4.5,Health & Fitness
649,NOAA Weather Radio,3.99,3245,4.0,Weather
650,Mad Skills Motocross,0.99,9341,4.5,Games
651,Pearson eText,0.0,981,2.5,Education
652,QWOP for iOS,0.99,735,4.0,Games
653,"Sleep Pillow Sounds: white noise, rain, ocean, fan",2.99,15116,4.5,Health & Fitness
654,Microsoft OneNote,0.0,39638,4.5,Productivity
655,PlayStation®App,0.0,7256,3.0,Entertainment
656,Scan - QR Code and Barcode Reader,1.99,12590,4.5,Utilities
657,Carnivores: Ice Age Pro,2.99,13258,4.5,Games
658,花しらべ 花認識/花検索,6.99,0,0.0,Books & Reference
659,Fighter Verses - memorize bible verses,2.99,331,4.5,Books & Reference
660,Schoology,0.0,1777,3.0,Education
661,iDarkroom,0.99,554,4.5,Photo & Video
662,"GolfNow – Book Tee Times, Golf GPS, Scorecard",0.0,7535,4.0,Sports
663,Hudl,0.0,2622,3.5,Sports
664,"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",0.0,2340,4.0,Entertainment
665,TEDiSUB - Enjoy TED Talks with Subtitles,0.0,823,4.5,Entertainment
666,SkyDroid - Golf GPS,1.99,261,4.0,Sports
667,Verbrechen - echte Polizeifälle aus Deiner Umgebung,1.99,0,0.0,News
668,Legendary Wars,0.99,29739,4.5,Games
669,ナビタイム ドライブサポーター - NAVITIMEのカーナビアプリ,0.0,0,0.0,Navigation
670,Weather Radio by WDT,4.99,1359,3.0,Weather
671,Home Design 3D - 3D Printing Edition,6.99,6001,4.5,Productivity
672,マクドナルド - McDonald's Japan,0.0,10,3.0,Food & Drink
673,SkyView® Free - Explore the Universe,0.0,4188,4.5,Education
674,搜房网房天下-新房二手房租房交易平台,0.0,89,4.0,Lifestyle
675,WordFoto,1.99,513,4.0,Photo & Video
676,IRS2Go,0.0,1329,3.0,Finance
677,手机京东-首次购买可领取188元优惠券,0.0,361,3.5,Shopping
678,搜狐视频HD-欢乐颂2 全网首播,0.0,3768,4.0,Entertainment
679,WeChat,0.0,34584,4.5,Social Networking
680,QQ音乐-来这里“发现・音乐”,0.0,745,3.5,Entertainment
681,Google Translate,0.0,26786,3.5,Books & Reference
682,Pocket Casts,3.99,1911,4.0,News
683,The Lost City,1.99,1393,4.5,Games
684,Tasty Planet,2.99,430,4.5,Games
685,Feed the Head,1.99,193,4.5,Games
686,ContactsBook -AddressBook Organizer,0.99,7,4.5,Utilities
687,安居客-二手房、新房、租房的找房助手,0.0,84,4.5,Lifestyle
688,"汽车之家-提供新车,二手车报价及资讯",0.0,116,4.0,Lifestyle
689,PhotoSync – transfer and backup photos & videos,2.99,4352,4.5,Photo & Video
690,My Verizon,0.0,126948,4.5,Utilities
691,Meitu,0.0,6478,5.0,Photo & Video
692,Talking Ben the Dog for iPad,0.0,31116,4.0,Entertainment
693,中国联通手机营业厅客户端(官方版),0.0,248,3.0,Utilities
694,Bodyweight Training: You Are Your Own Gym,4.99,3326,5.0,Health & Fitness
695,唯品会-欢乐颂2独家电商 同款热卖,0.0,100,4.5,Shopping
696,GMX Mail,0.0,102,4.5,Productivity
697,Talking Carl,0.99,3662,4.5,Entertainment
698,Tiny Wings,0.99,219418,4.5,Games
699,NOAA Weather Alerts - Severe Weather Push Notifications & Warnings,3.99,2293,4.5,Weather
700,"Bleacher Report: Sports news, scores, & highlights",0.0,16979,4.5,Sports
701,TuneIn Radio - MLB NBA Audiobooks Podcasts Music,0.0,110420,4.5,Entertainment
702,iTheme - Themes for iPhone and iPad,1.99,4719,4.0,Lifestyle
703,Bitauto Autoprice,0.0,157,5.0,Utilities
704,"Math Fact Master: Addition, Subtraction, Multiplication, and Division",0.99,1537,4.5,Education
705,Lieferando.de,0.0,29,3.5,Food & Drink
706,万年历-值得信赖的日历黄历查询工具,0.0,2270,4.5,Utilities
707,Temple Run,0.0,1724546,4.5,Games
708,Angry Birds Rio,0.0,170843,4.5,Games
709,Angry Birds Rio HD,0.0,70122,4.5,Games
710,My Baby's Beat - Prenatal Listener,4.99,1887,3.0,Lifestyle
711,My Horse,0.0,293857,4.5,Games
712,iStatVball 2 iPad Edition,19.99,193,4.5,Sports
713,Magic Piano by Smule,0.0,131695,4.5,Entertainment
714,DIRECTV App for iPad,0.0,47506,3.5,Entertainment
715,PodCruncher podcast app - Player and manager for podcasts,2.99,2261,4.5,News
716,Shell Shock 1.5,0.99,26,3.0,Games
717,Talking Tom Cat 2 for iPad,0.0,56399,4.0,Entertainment
718,MTV,0.0,5987,2.5,Entertainment
719,Tiny Tower - Free City Building,0.0,414803,4.5,Games
720,"Gmail - email by Google: secure, fast & organized",0.0,135962,4.0,Productivity
721,OneCam,1.99,0,0.0,Photo & Video
722,美团 - 吃喝玩乐全都有,0.0,549,4.5,Lifestyle
723,Chess Pro - with coach,9.99,10619,5.0,Games
724,NCAA March Madness Live - Men's College Basketball,0.0,13572,3.0,Sports
725,Catholic New American Bible Revised Edition,2.99,149,3.5,Books & Reference
726,Planimeter - Measure Land Area and Distance on a Map,7.99,249,4.5,Productivity
727,中国工商银行,0.0,152,2.5,Finance
728,Bumpy Road,2.99,1073,4.0,Games
729,Dude Perfect,0.99,9763,4.5,Games
730,Countdown‼ (Event Reminders and Timer),0.0,60490,4.0,Lifestyle
731,Dude Perfect HD,1.99,2552,4.5,Games
732,FINAL FANTASY III,14.99,1378,4.5,Games
733,苏宁易购-新人专享大礼包,0.0,38,3.0,Shopping
734,SPIEGEL ONLINE - Nachrichten,0.0,299,4.5,News
735,Superbrothers: Sword & Sworcery EP,3.99,5362,4.5,Games
736,"Procreate – Sketch, paint, create.",5.99,6109,4.5,Entertainment
737,网易新闻 - 精选好内容，算出你的兴趣,0.0,4263,4.5,News
738,Tiny Planet Photos and Video,0.99,714,4.0,Photo & Video
739,Touchgrind BMX,4.99,3170,4.0,Games
740,QQ浏览器HD-极速搜索浏览器,0.0,936,4.0,Utilities
741,QR Reader for iPad,0.0,1341,4.0,Utilities
742,NBA JAM by EA SPORTS™ for iPad,4.99,4934,4.0,Games
743,Toca Hair Salon,2.99,9649,4.0,Education
744,Showroomprive - Private Fashion Sales,0.0,11,4.0,Shopping
745,Bloons TD 4 HD,2.99,2493,4.0,Games
746,Elmo Loves ABCs for iPad,4.99,1888,3.5,Games
747,Forbidden Island,4.99,923,4.5,Games
748,1号店-全球超市 轻松到家,0.0,65,3.5,Shopping
749,"易到 - 低价专车,高品质出行",0.0,115,2.0,Travel
750,"Expedia Hotels, Flights & Vacation Package Deals",0.0,10278,3.5,Travel
751,YY- 小全民手机直播交友软件,0.0,624,4.0,Social Networking
752,"ooVoo – Free Video Call, Text and Voice",0.0,177501,4.5,Social Networking
753,Virtual Villagers 4: The Tree of Life,0.99,500,4.0,Games
754,WatchESPN,0.0,159735,4.0,Sports
755,Pinterest,0.0,1061624,4.5,Social Networking
756,iFunny :),0.0,98344,3.5,Entertainment
757,HBO GO,0.0,26278,3.0,Entertainment
758,Flashlight ！,0.0,35769,4.5,Utilities
759,DEATHSMILES,9.99,540,4.5,Games
760,QQ音乐HD,0.0,224,3.5,Entertainment
761,Talking Pierre the Parrot for iPad,0.0,11665,4.0,Entertainment
762,Photon Flash Player for iPad - Flash Video & Games plus Private Web Browser,4.99,20951,4.0,Utilities
763,Rota Calendar - Work Shift Manager,1.99,43,4.5,Productivity
764,Site Audit Pro,16.99,125,4.0,Productivity
765,It's Tyrannosaurus Rex - Smithsonian Institution,1.99,92,4.5,Books & Reference
766,FINAL FANTASY III for iPad,16.99,857,4.0,Games
767,True Red Eye Remover HD-Face Recovery,0.99,528,4.0,Photo & Video
768,Tikal,2.99,626,4.5,Games
769,美丽说-潮流穿搭快人一步,0.0,1026,4.5,Shopping
770,"Phone Drive - File Manager, Browser & Explorer",1.99,1403,4.5,Utilities
771,Fake Location,0.99,117,1.0,Social Networking
772,Summer Games 3D,0.99,193,3.5,Games
773,Classic Explain Everything™,7.99,896,4.0,Education
774,The JMU Bus App,2.99,35,3.0,Navigation
775,ROBLOX,0.0,183621,4.5,Games
776,Pocket Academy,4.99,616,4.5,Games
777,知乎,0.0,397,3.0,Social Networking
778,プチ・ロワイヤル仏和辞典（第4版）・和仏辞典（第3版）,47.99,0,0.0,Books & Reference
779,Round1 お得なクーポン毎週配信！,0.0,0,0.0,Sports
780,Ticket to Ride,2.99,4866,4.5,Games
781,Dice With Buddies: Fun New Social Dice Game,2.99,20355,4.5,Games
782,Money Origami - Learn How to Fold Money,1.99,6,3.5,Books & Reference
783,"Cloud Baby Monitor ~ Video, Audio, Unlimited Range",3.99,1855,4.5,Lifestyle
784,STREET FIGHTER IV VOLT,4.99,9741,4.5,Games
785,FL Studio Mobile,13.99,818,3.5,Entertainment
786,Qzone HD,0.0,458,3.5,Social Networking
787,PicFrame,0.99,6374,4.5,Photo & Video
788,Bank of America - Mobile Banking for iPad,0.0,7569,3.5,Finance
789,Nyan Cat: Lost In Space,0.0,76392,4.5,Games
790,ZOOKEEPER　DX,0.99,274,3.5,Games
791,Fishing Kings Free+,0.0,35058,4.5,Games
792,"Werewolf ""Nightmare in Prison""",0.0,78,4.5,Games
793,"PhotoToaster - Photo Editor, Filters, Effects and Borders",2.99,4748,5.0,Photo & Video
794,Bike Baron,1.99,12162,4.5,Games
795,Moji Weather - Free Weather Forecast,0.0,2333,4.5,Weather
796,京东 HD,0.0,150,4.0,Shopping
797,Toca Robot Lab,2.99,1006,4.0,Education
798,Viator Tours & Activities,0.0,1839,4.5,Travel
799,Lookout: Security and Identity Theft Protection,0.0,2661,4.0,Utilities
800,PBS KIDS Video,0.0,8651,3.5,Education
801,LetterSchool - learn to write letters and numbers,4.99,460,4.5,Education
802,Kurumaki Calendar -month scroll calendar-,1.99,34,5.0,Productivity
803,Building Parallel Circuits,0.99,32,3.5,Education
804,HappyCow Vegan / Vegetarian Restaurant Guide,3.99,863,4.5,Travel
805,Building Serial Circuits,0.99,23,4.0,Education
806,Superimpose,1.99,2965,4.5,Photo & Video
807,ComicBook!,0.99,3702,4.5,Photo & Video
808,Jelly Defense,2.99,5058,4.5,Games
809,Learn to Speak Italian Fast With MosaLingua,4.99,0,0.0,Education
810,Domino's Pizza USA,0.0,258624,5.0,Food & Drink
811,Junk Jack Retro,2.99,8632,4.5,Games
812,FiLMiC Pro,14.99,1478,3.0,Photo & Video
813,AliExpress Shopping App,0.0,10647,4.0,Shopping
814,搜狐新闻—新闻热点资讯掌上阅读软件,0.0,383,4.5,News
815,ZDFmediathek,0.0,320,3.5,Entertainment
816,Digital Domain,0.0,102,2.0,Photo & Video
817,SayHi Translate,0.0,8623,4.5,Business
